,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
192905,-21.8773,-6.4153,-17.4473,-15.5732,-12.9566,-11.2609,-11.7596,-7.9703,-13.3411,-14.2671,-6.2961,-10.504,-8.0171,-9.0168,-8.8632,-7.3537,-10.5007,-3.2425,-5.0181,0.938,-5.633,-5.9171,-3.0771,-2.6958,-1.6714
192906,15.9956,4.0699,4.0079,6.8584,6.7252,3.6693,6.7134,11.3249,4.2488,6.3666,6.979,10.8677,10.0664,7.928,8.8555,13.2732,10.745,11.0638,9.1239,3.5929,11.9075,13.6428,7.9115,7.7838,4.7418
192907,1.239,-5.2223,-3.5738,-8.9964,2.3089,-2.2962,2.4271,-1.5928,0.3667,6.216,0.4357,3.7091,1.3018,-0.3775,10.7093,1.8868,3.1061,1.7687,2.4422,4.4353,2.9497,6.5495,5.9956,8.4802,5.1378
192908,-4.1263,-4.2272,-9.37,4.6324,-4.6987,-1.2892,0.4637,0.334,0.8486,-0.5221,1.7465,0.6631,5.722,1.9039,-0.2876,3.3402,0.2874,3.8821,5.3704,7.7631,6.7578,13.0514,13.3057,13.4117,6.8157
192909,-10.3134,-2.4655,-8.8359,-5.8301,-9.8426,-7.5726,-2.8525,-4.7079,-6.0842,-2.095,-9.261,0.0135,-2.2233,-3.5123,-0.6119,-0.8643,1.2457,-4.2763,-4.0748,-7.2368,-5.6283,-3.812,-4.0339,-7.1977,-6.8662
192910,-26.2937,-23.6557,-18.5978,-23.7403,-16.9079,-19.6051,-19.093,-22.7131,-16.0753,-17.429,-28.2612,-20.3218,-12.6576,-15.3248,-19.0514,-29.2963,-23.1909,-16.3109,-13.4348,-17.0225,-24.6689,-20.3578,-13.1589,-10.5988,-7.4875
192911,-1.3563,-16.5163,-4.5325,-15.8807,-15.5459,-19.3908,-14.8777,-9.7865,-10.2741,-14.0298,-14.0294,-12.9066,-7.7886,-8.6055,-12.2012,-14.9201,-14.8344,-7.4549,-8.7952,-11.3882,-13.1881,-16.8699,-10.0958,-9.6514,-6.3322
192912,-0.4171,-22.4125,-8.5522,-7.9945,-3.1236,-4.7068,-6.2239,-7.3655,0.5299,-4.5194,-2.0972,-0.9108,2.5184,-2.5041,5.3308,2.3324,-3.1381,-2.6856,0.6247,10.9509,3.792,3.5643,0.4456,0.6386,0.8787
193001,-2.7769,10.0635,22.7188,11.8021,10.9299,7.8448,12.0906,8.9512,4.7055,14.5598,9.6247,10.6585,4.2805,6.3256,4.1286,8.452,6.1692,5.5572,3.4816,3.9395,6.8371,7.6055,0.6769,4.9891,-0.4104
193002,16.9723,14.2778,-1.7111,-1.4082,2.756,-1.9117,2.3173,4.1591,1.4123,5.239,1.7809,3.1474,2.0982,3.604,2.8365,2.6019,8.678,-1.3552,0.2799,1.0041,2.9883,4.548,1.1713,1.4888,4.9676
193003,22.8187,-1.8224,6.8902,16.7068,11.7961,6.2672,4.6523,14.085,8.364,5.5369,9.5191,8.4823,7.9646,8.1868,14.1204,8.5857,5.958,7.3459,12.1547,10.9418,6.5076,6.1455,11.4727,4.4912,2.1312
193004,-6.9121,-4.8411,-6.9974,-7.7391,-5.3932,-8.8133,-4.798,-3.1293,-3.8649,-5.1737,-3.8056,-4.3531,-4.8435,-3.233,-2.4801,-2.5085,-5.1284,-5.3348,-5.1203,-4.4542,-0.8256,-3.3276,0.0444,-6.1794,-7.3356
193005,-2.4085,-13.4212,3.6605,-5.1405,-6.2496,-5.8346,-1.5137,-5.2674,-4.3309,-2.5617,-3.6907,-0.5319,-3.9294,-2.4145,0.3779,-2.7179,-3.6612,-3.4341,-0.1329,-4.8121,0.7935,0.0636,-2.0419,-1.5224,-0.7952
193006,-13.4475,-19.8604,-16.4967,-15.2347,-20.9092,-23.7959,-17.5658,-16.7456,-17.3954,-18.7022,-14.4283,-17.9878,-14.533,-13.8237,-17.5016,-21.489,-17.5566,-15.6324,-14.1465,-18.5017,-17.7473,-16.7821,-13.4031,-9.5365,-9.6586
193007,2.6405,4.0962,12.9011,2.8435,1.0995,7.8436,6.3313,4.9914,2.8862,0.8179,6.2628,5.743,3.3278,4.8204,2.86,4.8326,4.7672,3.8751,1.9223,1.8338,5.2032,3.8587,3.4147,2.4026,10.2405
193008,-9.329,-8.5398,-3.2926,-5.968,-3.5783,-3.7641,0.3784,-0.8875,-2.6803,-0.9432,-2.6558,-1.2847,-1.8241,-1.1936,-1.1033,1.7901,-0.3865,-1.5971,-2.6999,3.1467,1.351,-0.4376,0.4483,-1.5645,-24.0437
193009,-30.8037,-33.7274,-29.979,-19.3383,-19.5865,-14.4077,-14.2594,-14.4433,-15.6804,-19.7007,-12.6977,-14.6166,-12.0333,-15.533,-21.7125,-12.6098,-14.7606,-12.7992,-12.8347,-17.6075,-12.6289,-11.6709,-9.3752,-14.6559,-28.0576
193010,-31.8635,-9.2415,-6.8098,-14.992,-9.8368,-6.125,-11.4794,-10.3726,-9.7261,-8.3386,-13.8209,-8.9189,-5.9314,-11.4367,-18.7547,-11.1958,-9.4778,-8.0558,-11.3286,-12.7708,-10.0434,-6.8773,-6.8661,-8.786,-20
193011,19.7776,-15.4883,-4.4972,-1.2823,-3.8453,-6.5242,1.9767,-3.7353,-2.5188,-4.3808,-0.9718,-0.4854,-2.4579,2.0941,-5.5072,-0.8203,0.6772,-2.2174,-4.7826,-2.5984,-2.4435,-1.4559,-4.9502,-7.3212,-12.5
193012,-18.3651,-25.1568,-24.3865,-14.2104,-17.0565,-14.2965,-11.39,-12.9925,-16.5179,-18.6109,-5.0958,-9.0286,-7.6491,-11.5397,-17.5956,-7.4793,-9.5576,-11.171,-10.578,-12.4449,-5.4332,-8.1122,-7.2986,-10.8463,-30
193101,-23.7063,22.1097,15.7748,16.8375,19.7393,13.232,11.2384,12.9729,14.4569,15.2454,11.1029,8.7442,9.5172,8.1815,18.8467,7.2542,7.2408,4.6468,8.2604,11.4429,4.3612,4.628,7.6666,17.0431,34.6939
193102,17.7692,20.6779,48.6609,23.9869,23.8714,9.7005,11.054,10.7717,11.5623,15.4724,15.3071,14.5469,12.7887,10.7057,12.5929,13.5011,11.9562,8.1787,5.654,17.826,13.8851,9.0614,5.0416,7.1083,42.4242
193103,-7.7882,0.7521,-1.78,-4.3242,-8.726,-1.5484,-8.4131,4.2981,-5.6663,1.3997,-0.6672,-7.3831,-4.0039,-5.1014,-12.6798,-6.2395,-6.4748,-8.404,-9.4466,-9.0077,-3.7301,-8.3197,-9.6583,-11.0548,-19.6809
193104,-15.355,-25.6785,-23.8191,-14.8757,-16.0562,-16.6512,-17.3893,-11.8188,-14.5941,-20.9237,-11.8992,-13.9425,-12.978,-18.0338,-17.6793,-13.4246,-11.0031,-15.2323,-12.8379,-5.5499,-9.0074,-8.2543,-10.5875,-10.3096,-23.8411
193105,-8.5388,1.2585,-15.8782,-11.6179,-15.9272,-7.6612,-8.2087,-5.7563,-11.1129,-12.0153,-16.6876,-12.9254,-9.4183,-13.0784,-16.4866,-10.2133,-12.4633,-16.2241,-25.6241,-29.4732,-11.6142,-11.3412,-17.9126,-18.4091,-22.6087
193106,20.8367,6.8787,14.0651,15.2672,17.6121,9.5076,8.2836,1.3835,12.3569,21.111,13.8253,11.3144,7.7567,18.5601,28.2694,14.2066,15.0727,18.6859,30.5194,33.8871,12.8132,13.9683,15.2704,22.1221,40.4494
193107,-6.3445,-11.4113,-9.6939,-7.7922,-4.9578,-5.2584,-5.3039,-7.4328,-6.129,-7.3422,-6.3485,-7.6105,-9.9132,-8.4759,-12.8129,-5.3204,-4.9202,-8.2726,-9.0779,-13.5493,-5.3258,-6.9,-11.2421,-12.7018,0
193108,-13.22,-0.2852,-5.0247,-5.0575,-5.3727,4.7199,-0.5336,3.2641,-1.6099,-4.4842,-0.7386,-0.7035,-1.3926,-3.2907,-4.6482,-0.9229,-1.9039,1.8384,3.7954,6.6549,0.0614,1.7901,-1.0877,-3.2538,8.4337
193109,-49.473,-30.5381,-28.4077,-35.6945,-31.5881,-26.5943,-25.1307,-35.2638,-30.4489,-37.3877,-26.9818,-30.4951,-31.3505,-33.2898,-33.9136,-29.6167,-25.0885,-29.7345,-34.0692,-41.4557,-29.28,-24.8694,-31.7819,-33.3005,-45.5556
193110,12.6793,-3.0079,0.5496,9.1667,6.425,7.0723,1.3821,8.8441,7.5305,12.7797,0.9303,13.4218,11.0331,8.8274,6.6358,9.0501,6.2414,11.6314,12.2502,13.131,9.3606,6.8623,0.8149,3.8812,20.4082
193111,-23.9803,-22.2863,-10.2839,-7.5258,-11.8178,-12.8176,-7.5193,-7.837,-5.4125,-11.0263,-6.2023,-9.4867,-5.153,-11.0222,-10.6534,-7.6442,-3.7603,-11.2361,-13.6099,-11.4839,-5.8113,-10.9506,-20.3201,-21.5714,-6.7797
193112,-25.3044,-2.9122,-19.4012,-27.4779,-25.1205,-9.0769,-12.4153,-14.3556,-18.538,-24.1234,-14.5467,-18.1031,-17.5681,-14.995,-15.6856,-10.9297,-13.9211,-11.1588,-21.5493,-25.7755,-10.5654,-16.3246,-21.8992,-22.9408,-30.9091
193201,5.5527,-5.9907,8.3063,14.8028,6.1029,-0.3044,-1.3482,5.4795,14.3969,18.3762,1.1941,3.7308,2.7428,-1.6891,5.514,-3.5957,-0.3956,-0.5579,3.8507,1.9409,-3.6929,-1.7499,3.3213,10.9191,7.8947
193202,-12.7896,-0.0154,5.881,-2.3234,3.5727,-5.4119,3.2908,-2.3221,-4.5816,-1.1353,0.4535,3.2113,2.3879,0.2285,-1.4858,3.4293,5.2088,-1.3997,1.2611,3.7601,7.2592,5.66,3.2597,-3.317,14.6341
193203,-23.0216,-3.9056,-3.2485,-10.2904,-12.41,-4.8922,-14.1355,-11.4193,-4.3036,-13.2422,-8.6836,-14.4244,-11.553,-13.3842,-10.9956,-10.6974,-10.9531,-11.3353,-12.3945,-10.1478,-10.971,-10.2975,-14.3073,-23.2023,2.1277
193204,-40.762,-16.8293,-25.8159,-20.0186,-17.8749,-19.9193,-8.1414,-14.405,-17.453,-14.3736,-17.9453,-13.5659,-15.0516,-16.3965,-22.3498,-15.1155,-15.6276,-17.4525,-14.2341,-15.2035,-18.1767,-20.5995,-19.3341,-22.1641,-22.9167
193205,-12.8641,-35.2372,-5.8922,-9.178,-8.7917,-11.9878,-21.7501,-22.0395,-17.3451,-20.4772,-23.7773,-23.5621,-26.9984,-24.0855,-26.4443,-20.9668,-20.1651,-18.1172,-18.579,-27.9405,-20.4176,-16.8192,-31.4962,-36.7136,-10.8108
193206,35.7939,-16.9948,5.3018,-5.5445,-3.6625,-8.6164,-4.7937,-5.1464,11.2392,6.5301,6.3959,4.5848,7.2774,5.2316,0.9372,1.7482,3.4205,-4.7307,9.3777,0.4792,-3.1255,-0.3215,5.0904,9.1629,21.2121
193207,147.8401,14.3231,41.727,38.2866,54.7795,37.5774,27.6658,41.5667,52.5747,69.5152,27.4769,30.3893,39.6205,54.3405,68.7211,30.7562,31.3337,40.0477,68.8873,80.0358,26.5359,37.2059,50.2559,56.967,98.0392
193208,49.3739,94.6241,82.8825,83.8394,100.3773,34.3849,67.0166,56.4447,59.402,89.9724,54.6595,39.7036,46.8716,69.4053,74.3792,29.2301,43.7066,65.8778,63.5623,86.604,30.9221,35.1841,47.4496,52.0435,65.3465
193209,-27.1191,-11.0603,-16.3193,-4.5548,-17.1356,-0.7174,-6.3692,-5.4914,-8.2333,-12.5966,-5.2401,-7.8092,-2.7272,-11.8534,-9.4062,0.6576,-4.429,-8.4416,-6.9258,-8.9044,0.5101,-6.4866,-8.4468,-2.8222,15.5689
193210,-9.1645,-13.1779,-26.4345,-20.361,-19.7915,-12.4439,-21.9808,-17.3273,-24.4888,-22.5008,-14.7872,-15.8912,-21.3712,-23.626,-25.6989,-11.0973,-17.8682,-19.2088,-20.3455,-25.6917,-11.3331,-9.799,-15.3346,-19.3893,-30.0518
193211,-26.56,-13.2958,-8.2868,-10.7934,-7.312,-3.9727,-7.5773,-8.5018,-7.9145,-17.438,-3.7696,-1.1263,-8.6184,-11.1244,-15.1052,2.504,-5.0822,-9.2356,-15.3017,-19.983,-3.2596,-1.8593,-10.3618,-8.4886,-31.1111
193212,7.0207,-11.8895,-2.5648,-12.6054,-16.2939,-18.7311,-16.2821,-2.7539,-11.7536,-7.5907,-2.2114,3.172,1.1864,-4.7687,-6.6153,4.002,0.1585,1.2677,0.5351,-9.9337,7.2393,7.3672,1.5565,-7.5497,15.0538
193301,57.2754,-0.9456,1.5203,-7.1322,3.6981,7.544,6.015,3.5923,5.5089,7.6263,1.512,6.8342,2.2288,3.473,12.8154,2.3969,3.4547,4.5111,6.0007,16.5315,-0.3123,-0.4417,4.7568,3.9118,14.9533
193302,-44.6775,-18.832,-17.9897,-14.5265,-15.9034,-26.774,-26.6756,-20.124,-20.1491,-21.0749,-16.5311,-17.6144,-18.4226,-19.6631,-19.7892,-13.3752,-16.2958,-13.7937,-12.4654,-22.9726,-14.6858,-17.2065,-15.2692,-17.534,-24.3902
193303,-16.5161,7.1789,-4.8469,5.6542,18.5025,14.2512,10.1934,3.2118,13.074,21.9814,0.0256,10.2408,6.169,14.7931,8.7236,10.4075,11.8193,15.8739,10.1285,7.9911,-0.1507,5.338,6.445,7.636,7.5269
193304,7.0263,50.5316,78.5247,48.4433,48.2387,28.2345,46.2985,62.4374,63.8479,53.2494,47.1755,39.9642,60.8932,53.8629,63.9465,35.2355,53.5838,55.4623,44.3567,74.4518,32.5595,39.3502,46.9811,60.7343,52
193305,73.2095,126.0468,69.1368,103.1955,100.5049,76.4962,78.1179,75.5124,80.3191,58.1352,56.9713,38.9164,43.2502,58.5109,51.1793,22.7999,32.3924,33.2499,40.1926,62.8422,17.2687,14.3952,21.2515,32.8179,25
193306,73.2389,60.3142,42.4774,27.2743,24.3271,23.5274,15.3904,22.2313,19.8472,18.9798,29.0571,13.6017,14.9144,17.388,31.6689,12.4047,12.6069,14.4468,17.6313,14.8337,11.1486,13.203,14.8023,20.7261,4.7368
193307,-3.2258,-11.9385,-8.1092,-1.4308,-6.353,-9.6925,-15.6326,-9.6433,-11.6557,1.2016,-9.4051,-14.5359,-13.7128,-16.7059,-18.0049,-10.1904,-9.5287,-14.7245,-11.7434,-6.5447,-8.4245,-11.4914,-12.1215,-10.1514,-7.5876
193308,0,7.3704,4.7988,5.7985,1.5506,6.1015,8.6982,10.0746,7.369,6.4516,12.5658,19.4094,14.5541,12.6686,16.3556,14.8358,16.7706,14.5085,17.47,21.3286,8.8207,16.4269,15.7637,13.7014,23.655
193309,-16.6667,-13.0863,-19.889,-16.8758,-17.0381,-3.091,-11.2919,-17.1874,-12.8084,-26.1686,-13.5331,-8.6121,-13.7347,-15.4682,-25.6755,-6.4791,-11.1224,-17.8004,-9.9278,-22.0871,-9.8922,-7.0856,-11.5409,-17.3735,-27.2596
193310,-12,-15.5561,-6.0883,-10.1865,-16.0932,-12.3468,-9.7684,-13.5291,-13.1222,-8.9748,-7.1621,-8.8986,-12.7307,-15.0521,-14.6649,-4.6365,-7.6931,-10.2184,-14.583,-19.1997,-6.7924,-4.6871,-10.7898,-17.429,-19.1524
193311,0,3.1602,-1.4531,12.1594,8.7087,2.7474,7.1067,3.9726,7.6369,-0.1905,6.9345,5.0099,7.9388,4.3385,10.0793,5.3175,11.4481,7.3812,9.1372,10.9693,9.9667,10.0638,14.2458,15.3305,9.1554
193312,-36.3636,-2.9947,-7.6441,-1.6568,2.6371,10.6117,7.6397,7.5132,-2.1142,-1.0289,-0.6688,3.2294,7.0191,3.6329,5.3274,0.3153,1.6666,8.3955,-1.2411,7.6462,1.8935,1.8534,0.6438,5.4488,7.9203
193401,100,44.8157,46.1576,40.1914,40.9417,24.7187,19.8573,31.7635,31.8624,50.0577,45.6786,20.0965,25.6602,25.3005,32.278,11.5811,14.0413,25.5514,20.3429,28.8641,9.7599,9.4687,16.0582,17.192,37.913
193402,-14.2857,12.0775,3.8473,12.1266,6.2322,2.4842,1.1023,3.0486,-1.2087,9.3432,0.2859,1.6156,4.3698,3.5793,0.3964,-3.234,-1.2804,-3.0728,0.8042,0.4373,-2.4166,-2.5396,-4.5106,-5.5368,-5.3839
193403,8.3333,-0.8893,1.7648,4.0927,-2.4705,1.9295,2.5013,0.9784,1.2157,3.0666,6.1411,3.494,1.0165,-1.2944,-4.4693,1.8194,1.2705,0.7402,-0.8135,0.1178,-0.0423,0.0449,-1.3248,-0.8676,0.5379
193404,0,2.3916,5.6678,5.4309,-0.273,7.8911,2.1142,-3.5288,1.0808,-7.0056,-3.5226,-2.0004,-2.5267,-0.8467,-3.1955,-0.4161,-0.0362,0.0811,-5.6728,-6.6942,-2.0314,-1.1613,-2.016,-5.7447,-5.7601
193405,-11.5385,-9.1744,-13.0676,-12.7474,-16.7213,-8.9246,-8.7235,-10.8651,-12.3294,-6.0553,-7.0503,-7.4717,-9.9029,-8.5264,-14.5021,-5.8478,-7.1857,-11.0907,-8.4325,-15.1982,-6.4137,-6.9411,-6.3953,-13.3485,-18.7982
193406,-21.7391,-3.143,2.6837,-1.1054,0.4184,4.0453,2.0913,-2.3827,-0.6749,-11.2815,3.2382,3.795,-0.1932,2.0789,-0.0447,3.945,3.3172,2.2417,6.0039,-0.8835,2.1943,2.9055,3.0438,3.2078,4.8717
193407,-20.3723,-30.1093,-27.6738,-23.4445,-23.2441,-20.152,-16.9599,-23.3663,-26.5694,-23.8974,-16.5513,-16.6412,-16.0232,-20.0443,-24.4269,-12.3324,-10.0696,-14.0315,-18.4568,-35.3549,-7.0614,-8.227,-14.6218,-18.2933,-30.843
193408,15.1231,18.6339,9.715,11.0631,12.9363,14.7217,7.2973,8.8462,13.5462,10.643,7.8734,9.2661,7.9258,12.5321,8.3544,6.059,6.6373,5.0587,10.1757,11.5814,5.5843,5.2104,4.7168,2.3771,8.5384
193409,-1.8045,-10.0535,-2.4309,-0.5123,-2.5535,-1.9572,-0.3102,-3.2062,-1.8114,-4.3733,-2.0818,1.6554,-0.2551,-2.5464,-0.665,-1.1365,0.5107,-0.7496,-1.0348,2.1654,0.0835,-0.2587,-0.5687,-1.1606,2.3732
193410,2.8464,0.1706,-1.6112,-9.0711,-2.5561,-6.0012,1.4082,-1.9739,-1.3743,-4.9708,1.2928,-0.3989,1.346,-5.5596,-7.0341,0.1766,0.7144,1.8023,-10.1332,-9.9682,0.6224,-1.8356,-5.7807,-6.1478,-7.2439
193411,7.2058,12.3791,24.839,18.0894,15.0594,24.9802,20.6597,19.7197,13.7436,3.8714,13.8418,12.7217,12.7571,19.3946,4.9477,13.5001,12.709,12.2289,11.936,7.008,10.4393,4.47,6.1675,11.7916,3.6748
193412,6.1477,-3.1816,0.5576,0.6837,-2.4962,5.3549,2.465,3.0976,3.6446,0.5664,3.7588,2.9867,2.8178,4.1813,-3.1988,3.0488,3.9348,3.9059,1.6832,-5.452,0.7936,0.2015,-1.2845,-0.2728,-4.2897
193501,-3.9713,-10.8183,-10.291,2.0519,-3.4414,-8.9719,-0.8262,-2.554,-3.8506,-3.2031,-4.4903,-4.6177,-2.6838,-1.5875,-4.0774,-4.3416,-2.4221,-3.4742,-5.9591,-14.812,-1.9557,-3.852,-2.5241,-8.6653,-14.034
193502,-11.0608,-14.3711,-7.7558,-8.5876,-10.5823,-1.7326,-4.4237,-4.7986,-3.9406,-11.3576,0.1057,-3.6095,0.566,-6.4373,-11.0254,0.3228,1.1047,0.2525,-10.2833,-22.1169,0.2363,-1.84,-4.2328,-9.1876,-13.7848
193503,-5.4647,-14.6058,-9.455,-13.9729,-11.5574,-11.1204,-7.4923,-7.598,-7.1919,-14.089,-1.5084,-9.0941,-4.7959,-10.7263,-12.5088,-4.0216,-5.725,-6.0569,-5.888,-9.5393,-3.5448,-1.9049,-1.2481,-8.8943,-7.109
193504,37.0073,0.7346,9.414,11.8024,12.4581,9.6309,10.9138,12.199,6.0012,11.5809,4.6309,12.0306,6.0336,11.5241,10.937,5.8652,6.5337,5.7067,7.9483,11.3624,7.0951,10.6846,10.9512,13.7142,15.1017
193505,-18.3239,-2.2941,8.0814,1.2797,0.4153,-2.1878,0.0333,5.4647,4.8365,0.6081,4.2633,-1.3386,1.2297,-2.2687,3.7589,0.159,1.4359,-0.4284,4.9224,2.1473,2.7273,5.4549,4.9168,2.5007,7.3971
193506,1.6084,-1.044,-2.5699,3.8766,1.6514,8.1656,8.0912,5.7271,4.0373,-2.5525,4.5422,11.1202,7.1001,3.7681,4.4898,5.4133,8.6605,6.4123,3.6072,2.3783,6.7185,5.5389,4.4666,7.6356,17.1331
193507,10.2251,21.4927,22.6724,15.715,13.0363,12.0979,15.5569,14.4001,12.9588,15.5365,7.8824,7.0486,12.2882,8.0662,13.4613,6.862,6.6321,6.4023,8.4015,18.6276,7.4122,6.1635,5.0081,12.7293,10.7007
193508,6.8846,-0.2775,16.2346,14.5178,20.0075,8.6311,6.1608,5.6811,12.0316,14.5683,0.8269,1.6142,5.8068,5.9762,14.2736,0.7363,3.8655,3.4269,2.4919,5.7013,2.7472,0.979,2.0148,3.6153,5.307
193509,-9.1332,19.8741,0.4377,8.1213,-5.5939,10.6087,5.1138,3.2592,2.9905,1.9112,2.3753,7.4231,5.5803,6.3375,-7.5538,3.0107,2.5941,1.833,3.4009,-0.1848,5.4256,-0.9536,1.5078,0.4796,0.6884
193510,11.8246,3.002,10.5674,13.3696,4.5248,9.2728,13.5332,9.4133,9.211,7.7591,9.3432,9.3422,10.0261,10.1301,8.0041,6.5902,7.1071,5.0397,11.6277,6.67,6.4564,8.5641,7.0752,7.8563,6.2252
193511,34.6434,7.4916,31.1451,19.9069,41.9289,5.9586,6.0602,8.8253,12.8225,22.4826,13.8819,8.9188,7.5717,6.6742,15.4175,3.7513,3.441,5.8374,8.599,13.0451,2.5964,5.4265,5.6503,6.432,19.9586
193512,9.313,-0.0468,0.2621,4.6823,2.0621,8.7505,9.2357,16.8059,5.6724,0.929,6.2658,5.9245,9.3246,9.9326,11.7498,8.5581,2.3784,9.2923,13.7236,7.0918,2.4057,4.5812,5.7469,5.8144,8.5821
193601,24.7377,36.511,10.9164,19.2941,32.4605,16.5357,12.713,8.014,11.7189,27.5887,4.154,9.531,9.1702,11.3003,11.818,4.1801,6.4587,8.7208,9.6769,7.6354,3.278,5.9309,8.4861,13.6505,18.4138
193602,11.756,-4.3619,14.671,10.3151,9.2324,1.7792,6.4093,6.1003,7.2659,3.5435,1.8795,2.5011,5.1135,7.9257,3.8772,2.6488,3.4842,6.0344,3.5003,10.2904,1.9197,1.0374,3.9675,3.33,2.9828
193603,9.5233,-2.2487,3.9595,3.427,0.7473,-0.4437,0.9875,4.1502,-1.0849,0.314,4.3271,3.4945,3.5436,3.9664,1.8681,-1.6417,0.2674,1.972,2.492,-4.5656,3.5731,1.3294,-2.2071,2.0754,-3.3782
193604,-28.4615,-25.4117,-11.2173,-13.9017,-22.5994,-19.395,-14.3398,-16.2183,-15.0495,-19.2069,-8.1651,-10.1056,-12.4799,-12.5042,-8.7614,-8.6302,-9.0351,-11.7776,-10.3429,-14.4094,-6.8552,-8.1551,-6.925,-10.6633,-8.5598
193605,1.9807,-1.2982,5.6376,8.3042,6.4611,5.0715,4.9731,6.3909,5.8897,6.8758,1.647,4.7468,6.7211,4.0197,12.3736,5.4321,1.5084,3.5206,5.1792,7.8424,5.4555,4.9549,4.827,6.0812,6.8514
193606,-0.2877,1.5599,-1.3552,-2.3456,-1.6637,-2.2035,1.2734,-3.9847,-2.4853,0.0357,-1.9163,0.7653,1.1452,3.4884,-3.0588,1.001,-0.8504,-0.0896,1.6609,-1.7939,4.128,1.8751,2.7048,1.9762,2.1548
193607,-0.5768,-2.9534,14.8857,9.4175,6.7093,10.7341,14.3237,9.5034,6.6922,3.5766,7.6694,9.6711,6.2836,7.9935,15.2211,8.1408,3.4887,8.0304,11.1559,13.751,5.9358,6.153,5.5418,10.9042,9.785
193608,-3.5566,-4.9707,5.9365,3.3352,2.191,-1.2681,3.5692,2.0961,3.312,4.5581,1.3412,0.8893,4.3249,2.9614,6.6041,1.0377,1.6419,3.4611,3.1856,5.3356,-0.0213,1.0739,0.4154,2.9564,3.7327
193609,-1.1114,11.137,2.139,6.7603,5.7802,4.3685,3.1422,2.5955,5.4658,2.407,3.4516,0.8214,5.0075,6.0006,1.3697,3.2433,3.575,2.7165,0.5622,2.7578,0.385,1.315,0.7547,1.3817,-0.5962
193610,13.5021,8.0244,5.9284,8.2658,8.0163,1.625,5.7104,9.4877,8.0599,7.2078,4.4715,2.1488,8.2237,6.1225,6.0669,2.7164,4.7074,9.3322,16.1255,3.5612,6.9425,4.9493,9.6568,10.4897,5.3526
193611,9.8463,20.7564,9.3011,15.1023,12.6045,13.0792,9.7818,8.6037,11.9192,12.2928,8.8138,8.6818,9.0854,11.1208,8.0835,4.7104,2.6717,9.1902,7.9593,4.2022,3.095,3.342,2.3206,0.324,-3.4016
193612,-3.8593,-1.4476,4.2594,-0.9783,3.6064,2.8002,2.6488,1.0687,7.2331,9.2294,1.6183,2.6289,3.8904,1.7685,6.6198,0.7788,1.8064,1.7441,3.8713,2.2134,-2.4262,-0.6719,1.7307,4.8016,-0.2607
193701,14.9621,1.3122,20.6231,9.9573,11.3146,11.2592,7.2946,4.4558,7.6287,9.3663,5.5288,3.9527,7.7064,9.0185,6.151,3.8108,5.6728,3.3507,2.8327,9.7037,3.7371,3.0638,-0.2782,3.1383,11.0592
193702,-10.4533,30.5258,-9.1185,9.2568,10.3209,-2.2051,3.2614,1.3741,0.6482,9.563,3.3553,2.2938,0.8957,1.5315,7.1841,1.5327,2.3086,1.9095,2.1122,10.3897,-0.4111,0.0073,0.7624,2.6217,9.9672
193703,-9.9226,-17.7172,6.78,-0.932,4.0978,-2.9677,-3.1858,-0.507,2.5518,0.8553,-2.7045,-1.4618,0.7105,-2.0828,5.4699,-2.5517,0.568,1.6344,-0.3896,12.7253,-1.9747,-2.1956,0.2179,3.3712,7.4544
193704,-19.5677,-20.7611,-18.4175,-12.8743,-18.0109,-9.1163,-10.8866,-11.5379,-14.9968,-13.9659,-8.0208,-9.2531,-6.6946,-8.5352,-10.2398,-6.9382,-8.3652,-9.8082,-14.0677,-11.3923,-6.9425,-4.915,-6.2357,-7.4399,-10.1009
193705,-5.4126,-13.809,-1.999,-1.0361,-3.7847,-0.4804,-0.7816,-2.8374,-2.784,-7.7311,-1.001,-2.1374,-3.208,-0.4977,-3.1091,-0.8167,-1.2968,-2.4094,-2.687,-1.512,0.6884,-2.4749,0.3787,-2.664,-2.7566
193706,-12.3896,-6.1288,-15.3917,-9.2412,-13.8843,-8.1236,-7.5544,-5.4463,-7.7749,-15.0441,-5.8484,-6.4702,-5.7547,-7.3371,-8.5277,-3.5742,-6.2682,-4.8287,-6.478,-11.0489,-4.4823,-1.8085,-2.1957,-4.4815,-7.7032
193707,13.2012,11.6345,13.5434,11.6375,11.0889,12.0448,11.1152,9.032,9.3873,9.3236,8.4009,12.1436,6.6796,7.5014,10.1454,7.8243,9.0386,7.3609,10.1667,8.0451,8.6951,10.7616,6.9739,10.7562,11.1851
193708,-4.5786,-9.3757,-10.2612,-5.1072,-6.4568,-7.6675,-5.575,-3.6796,-5.59,-3.4115,-3.2085,-5.7854,-5.2624,-3.6603,-7.0483,-4.2651,-3.3655,-3.9223,-5.6714,-7.8361,-2.9915,-6.6884,-5.0643,-6.061,-8.1068
