,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
199608,4.6601,5.0843,3.6232,3.9636,3.993,7.7951,5.8371,3.6841,4.8273,4.6777,8.3882,5.6107,6.7901,6.4718,4.591,5.8008,5.1656,5.8708,4.8313,4.3225,1.2361,2.9268,4.0656,2.1027,3.1062
199609,2.3035,4.07,1.4553,3.6409,2.5703,5.8894,3.0601,2.0637,4.0409,3.5586,8.0157,4.3544,3.0351,3.0697,1.8541,5.5949,5.4254,2.4503,4.3777,3.4464,7.2339,4.3788,3.5379,3.4194,5.1851
199610,-5.6192,-2.8132,-1.0932,0.9017,0.9527,-5.4711,-1.5083,0.1972,2.3725,0.8871,-6.9043,-2.1154,0.2686,0.4616,1.4328,-3.7951,0.606,2.3429,3.0276,3.6079,1.6454,1.1221,5.7385,5.5912,4.7934
199611,-0.6429,1.6752,3.1781,4.5288,4.2821,1.0406,3.5898,4.5339,4.5495,3.986,1.5828,5.9253,6.2758,7.3474,3.8374,5.4505,5.4357,5.6873,6.5839,8.3349,7.5005,7.2273,8.3417,8.7015,6.6807
199612,-0.7215,0.8016,2.3471,2.5174,1.6277,1.5532,1.9029,3.2521,3.3483,2.2065,-0.4396,0.3893,1.9523,0.3971,1.9332,-2.256,0.3503,-0.5329,0.16,1.8824,-1.9967,-0.6039,-2.7819,-2.4853,-1.3331
199701,6.4136,4.7179,6.4607,4.9606,4.1621,4.1305,2.8416,1.9583,0.8573,1.8369,0.477,4.026,0.5108,3.3119,5.0818,2.228,3.3314,4.2847,1.7499,4.9044,7.6612,5.2485,5.1921,5.3505,3.9044
199702,-5.9517,-5.2883,-2.2548,0.5778,0.672,-9.0398,-2.9502,-0.5164,0.6818,2.1734,-6.5434,-1.689,0.1446,1.8241,2.1635,-3.7711,1.587,0.5319,2.3376,3.6642,0.8712,-1.8466,0.1932,2.8195,5.0958
199703,-9.5873,-6.3427,-4.0432,-2.5434,-2.0786,-9.4497,-5.5882,-2.8227,-2.6206,-1.3523,-8.1892,-3.5582,-3.2423,-2.8774,-2.0908,-7.3811,-3.9599,-3.2539,-4.4844,-3.759,-5.396,-0.9487,-3.9429,-5.8675,-5.4653
199704,-5.477,-4.0261,-3.019,-1.4373,-2.4678,-4.5001,-0.3038,-0.0315,2.0478,0.3734,-1.2054,2.5287,3.7831,3.1709,0.8913,2.1294,2.5248,2.1441,3.2087,1.9396,7.9422,2.3795,6.1605,5.0268,1.3183
199705,12.6925,11.2952,11.0028,8.763,8.0943,17.2558,14.3438,9.952,9.1612,8.7066,15.3759,10.7909,7.8702,7.0142,7.4943,9.6582,7.7912,5.3293,7.2723,7.2241,6.1492,7.1677,5.8687,4.5865,6.5676
199706,4.032,4.7172,5.7047,7.2386,7.2931,2.4246,5.4191,6.2346,5.5213,6.6469,3.9656,3.3049,5.2332,5.3099,5.4835,2.268,3.9522,4.9547,2.8611,4.3978,4.6735,2.5075,5.0721,4.5012,3.9963
199707,3.5546,5.3333,6.232,6.2057,5.747,5.5251,5.4014,3.4583,5.0424,5.5495,4.8219,7.2306,6.8862,5.2637,5.9472,6.8302,6.6674,6.6349,8.0779,5.2477,7.4164,9.1167,10.7857,6.4053,8.1751
199708,5.6899,4.7059,3.6461,3.7536,4.2562,3.5021,2.6905,3.6287,1.9575,3.8991,2.6436,2.8488,1.3816,0.0911,1.105,0.2852,-0.232,0.725,-1.025,0.4842,-7.1399,-3.4645,-4.9777,-4.5025,-5.816
199709,10.4476,9.859,10.1961,7.6273,9.0523,7.5455,7.9628,7.6349,7.7598,7.7491,6.8697,6.8824,7.2909,6.9899,7.0891,5.0963,5.3906,5.694,5.5859,4.0829,4.8647,5.4197,6.6163,6.1925,7.3495
199710,-5.6651,-3.7069,-4.2752,-0.8738,-1.199,-6.1853,-5.0081,-4.2021,-3.1348,-2.8537,-6.402,-3.6968,-3.4304,-2.4968,-3.3293,-6.5513,-5.8607,-2.8783,-4.3628,-4.2812,-2.652,-4.0307,-3.1638,-0.9986,-2.932
199711,-3.3551,-3.4622,-2.5067,-0.243,-0.2524,-3.3078,-2.9303,-0.0679,-0.1706,-0.1949,-3.5113,-2.0819,1.1671,2.5926,1.8057,0.7966,0.3122,3.7096,3.7065,3.175,5.6502,4.433,2.4288,4.8993,3.5612
199712,-6.0708,-2.9983,-2.4318,0.6656,1.3233,-1.1744,-1.5132,1.5614,3.8952,2.1937,1.0765,-0.2068,2.9754,4.9958,3.2417,-1.6726,2.113,2.7034,5.8689,2.1944,1.1769,1.6791,3.5517,4.6616,3.0823
199801,0.2123,-0.9066,-1.152,-0.7786,-0.7711,0.25,-1.9502,-1.7916,-2.0326,-1.6447,-0.4525,-1.1285,-1.8095,-4.8027,1.5909,-1.3826,-0.621,-2.0242,-1.3691,0.7682,3.8049,-0.4749,-3.3532,0.0274,0.6571
199802,6.2594,6.9496,5.5032,5.5778,6.6145,8.8967,8.9489,8.933,6.6306,7.7636,9.0841,9.3404,6.9185,8.4253,9.104,9.644,7.5915,7.1184,6.0251,6.391,6.8152,7.1656,9.4341,7.3706,6.9989
199803,4.5127,6.2097,4.9327,4.7318,5.1368,4.2834,6.1882,3.0258,4.2422,4.68,4.6005,3.1675,5.0517,3.5476,5.9999,3.7099,5.1862,5.2197,4.3018,7.8981,5.2239,3.7503,5.4194,8.5117,7.0592
199804,2.5239,2.6161,3.6035,2.2088,2.7256,0.1406,1.6506,0.397,2.2194,1.8192,1.1258,0.0252,0.2915,-0.0365,0.9392,0.0332,-0.1623,0.1308,0.5447,0.4951,1.0416,2.1394,1.2574,2.5624,-1.4327
199805,-6.564,-6.4106,-4.216,-3.2731,-2.2717,-8.9404,-6.1691,-5.0699,-3.4917,-2.5671,-7.4552,-6.5065,-4.8509,-4.4208,-2.3845,-5.3215,-2.8788,-3.5827,-2.6802,-3.309,-2.3775,-1.4875,-1.527,0.7566,-0.9298
199806,-0.4495,1.054,-2.7617,-0.3084,-1.2234,2.0074,-2.1767,0.6104,-1.2766,-0.1101,3.9286,-1.8307,-1.4259,0.2635,0.2668,1.4956,-0.8784,-0.0137,1.5941,0.9386,6.9684,1.8237,2.3342,5.2983,0.9477
199807,-7.7182,-7.3936,-5.8821,-6.4829,-5.5693,-7.7216,-7.3662,-8.5821,-8.8788,-7.2747,-7.91,-8.0389,-7.5459,-8.0314,-8.7386,-6.1112,-5.2521,-5.4941,-5.0329,-4.646,0.425,-2.1842,-1.8237,-2.7271,-2.337
199808,-27.9621,-21.4505,-20.4094,-19.2825,-18.6047,-25.7992,-20.4508,-17.3978,-16.2788,-18.9107,-23.1473,-21.4356,-17.1884,-16.2049,-18.4553,-19.7201,-19.5215,-17.0563,-12.3613,-12.7806,-12.9059,-16.9593,-17.3303,-15.4382,-12.5155
199809,7.0564,3.5158,3.5961,3.4651,1.5422,12.3722,7.9296,5.016,4.5091,5.6966,11.775,5.6199,8.3834,4.6534,2.4559,5.6281,8.2875,6.1983,5.5034,6.9855,8.5287,3.1747,3.0137,3.6712,9.9202
199810,3.3974,3.3101,1.2448,2.7977,1.2491,5.1654,5.7103,3.8149,3.1595,2.0224,3.749,6.6615,5.0597,4.0562,3.9388,8.9641,8.6693,6.2747,4.5755,3.6503,7.7447,8.7942,8.8156,8.4409,3.2214
199811,10.2492,9.0138,5.6561,6.3435,9.0201,9.1027,7.6697,3.7583,3.6457,6.4953,9.2877,6.2914,3.2279,2.7859,3.1969,7.8122,1.6685,4.7216,3.4297,3.391,7.3949,6.4202,5.3633,4.9306,4.9313
199812,5.0635,1.4172,3.0209,1.4107,1.3379,7.1185,4.9479,3.263,4.4915,4.8978,11.4013,7.8512,4.1068,4.4637,3.4815,10.1934,4.7719,3.6508,3.2346,2.4268,8.9528,2.3438,2.7561,3.1675,5.0308
199901,7.8933,5.7183,4.9118,4.1622,4.2491,6.2815,1.5607,-2.2049,-2.9795,1.2881,4.8475,0.5178,-1.8246,-2.2017,-1.3159,1.6217,-3.3818,-1.4861,-3.3445,-2.7201,6.0023,2.073,0.3992,1.8246,-0.2376
199902,-7.5532,-8.319,-6.104,-5.6074,-5.7593,-9.1712,-9.7968,-7.2039,-7.8207,-10.7458,-9.0615,-8.6125,-6.3913,-5.8212,-6.8118,-4.6086,-4.0653,-3.6858,-4.0375,-2.1616,-4.6628,-1.0277,0.8447,-1.1133,-1.2177
199903,-2.366,-7.0654,-1.133,-4.0628,-3.0568,0.3663,0.9475,-0.0154,-0.0054,-3.5696,4.8305,2.0674,2.1492,-0.3327,-0.2299,3.4056,3.8698,1.8455,0.2493,-0.1039,4.4258,3.0962,4.4431,3.5132,2.0625
199904,7.545,9.5386,11.0636,12.2274,8.453,10.8054,10.4002,7.321,8.2259,7.5045,7.5643,12.9688,8.8856,10.8209,8.6803,6.391,11.7313,7.7132,11.4604,9.1985,0.7514,8.4828,7.9547,5.4989,2.2409
199905,1.9464,3.8264,1.7883,2.113,4.2767,0.9925,0.7558,2.5363,4.4998,3.8478,-0.4802,-0.0954,0.7416,2.0853,2.5421,2.8294,-0.3438,1.6638,2.136,0.7325,-3.2056,-1.6926,-1.5281,-0.7563,2.9241
199906,6.8854,7.9203,8.8137,5.4984,6.2394,8.5126,7.4337,6.8436,4.4695,6.9026,4.8996,4.5951,3.0808,1.1811,6.554,7.5701,8.2416,2.8802,3.7351,4.2207,7.0257,2.7622,3.2791,-0.172,0.0356
199907,0.9523,1.9369,1.6189,1.2684,1.6411,-1.6523,-1.2016,-1.0231,-1.8091,-4.206,-2.6026,-2.2546,-2.3967,-1.5268,-1.2671,-2.6461,-1.8161,-0.832,-1.5525,-1.1553,-2.8796,-4.2626,-5.0887,-2.7269,-9.062
199908,-3.4141,-1.769,-1.786,-1.6973,-3.6159,-2.9179,-4.2501,-4.5725,-2.7181,-4.3871,-1.8033,-5.4929,-4.1349,-3.5624,-0.9721,-1.5603,-4.5944,-2.7955,-2.2224,-6.791,0.5967,-2.3793,-3.1447,-4.3776,-0.8943
199909,1.865,-0.36,-1.0702,-2.1395,-3.9644,-0.226,1.4014,-0.7126,-1.8841,-1.5402,3.4526,0.6984,-2.3368,-3.3848,-2.7298,1.6444,-3.956,-3.0449,-4.6523,-1.181,-1.9321,-3.4275,-6.6195,-9.6699,-8.7842
199910,-0.1456,-0.3292,-0.5738,-0.8478,-2.5165,2.7613,-0.4354,-0.9508,-0.9964,-5.211,2.6746,0.8498,-0.8795,-1.4818,0.1482,7.9777,1.0375,2.3199,4.2954,4.5756,6.3265,10.3724,8.1257,4.5649,5.6952
199911,19.486,12.999,9.7787,7.869,6.5681,11.9439,9.0233,4.9738,3.5201,2.9328,11.6498,7.3808,-0.7869,-0.2245,0.8703,11.6078,-1.2145,-1.5405,0.6658,3.2789,4.1472,0.1238,-3.4109,-5.6958,-0.5076
199912,25.1665,26.3783,8.085,12.3023,7.4555,17.2902,12.3704,4.615,4.3215,6.8665,15.6734,10.3488,0.9222,4.3267,3.0006,21.3287,3.7747,0.7578,6.6723,2.9488,7.816,4.6248,-1.0444,0.3643,-1.4981
200001,9.5143,6.275,5.2943,3.5304,4.9534,0.417,-1.9296,-2.8937,0.9005,-2.9451,-3.4204,-5.0869,-1.327,-4.7278,-5.5081,-4.0326,-3.1696,-3.8733,-4.0499,-9.2751,-4.9635,-3.8543,-4.935,-6.7826,-9.5198
200002,37.2396,43.8675,21.8766,26.0701,14.6389,28.3682,18.7483,4.1582,9.4203,14.346,23.1195,13.9458,1.5523,0.5378,-0.8765,26.1488,0.3075,-2.1789,2.5132,-3.7066,0.3492,-5.5935,-7.7148,-10.0217,-11.3287
200003,-13.6761,-19.4504,-8.6086,-7.4407,-2.4252,-13.0055,-6.507,0.6268,-0.6259,-2.625,-13.2781,-2.0772,11.0513,6.0125,12.9881,-3.1054,12.6995,14.3816,10.3099,12.8903,9.2365,11.2503,9.9605,16.1558,21.9868
200004,-23.1953,-18.5575,-10.4026,-11.3872,-10.0158,-11.9847,-8.9548,-6.1382,-1.8195,-2.8965,-10.0502,-0.5721,-1.7911,3.4308,0.3786,-7.1454,-2.9118,2.8567,0.9408,1.5979,-4.2882,-2.6457,0.5534,2.432,-0.216
200005,-14.3479,-9.4331,-5.6967,-7.4559,-6.927,-10.1385,-5.5655,-5.571,-6.8956,-1.2816,-5.5242,-2.7357,-1.6625,-0.5483,3.0112,-7.5522,0.7674,-0.3671,-1.913,0.9875,-3.4711,-1.5894,4.9353,1.3729,7.6914
200006,28.3972,29.6384,17.6151,19.1072,10.0289,14.4899,11.3212,3.4425,4.564,9.9528,14.873,2.7593,1.1164,-0.7491,2.5133,11.2241,2.5813,-3.8849,-2.9645,-4.5368,5.6653,-4.5538,-6.2245,-8.0316,-3.7282
200007,-8.9705,-1.3499,0.7231,1.2508,1.2568,-7.611,-1.396,1.6965,1.6107,0.2639,-10.1893,-0.8346,3.6645,2.2898,8.1975,-7.2684,-1.4126,3.3822,2.6755,1.8432,-2.9889,0.4245,5.2817,7.1569,2.3107
200008,9.2737,8.7174,3.7242,5.4438,5.4821,8.2427,4.4056,3.7705,6.5908,7.0379,8.4257,10.4777,6.2056,6.9533,7.3949,14.0222,5.7917,5.95,7.4419,6.7473,7.5552,5.9903,11.5836,5.616,5.6996
200009,-11.0554,-1.2321,-2.789,-0.4274,-0.796,-4.014,-3.7355,0.1092,-1.7554,-2.0795,-10.5967,-3.1577,-0.5875,3.0165,1.6379,-9.6744,-0.6174,-0.346,2.2565,-0.6868,-6.0515,-2.7063,2.4603,9.1817,-1.6371
200010,-12.4658,-10.3139,-3.3526,-4.9922,-4.7173,-9.4154,-0.1001,-0.9584,-0.3112,-1.8171,-10.7129,-1.5321,-0.0228,-0.7708,2.0517,-5.5716,2.0067,2.2041,-2.522,4.0095,-2.1375,1.7926,-5.1279,2.68,3.3731
200011,-21.2676,-13.0527,-6.2079,-4.8066,-4.6468,-18.3558,-6.2362,-3.1748,-4.5722,-3.0905,-20.5952,-6.625,-5.7108,-0.4061,2.127,-18.8515,-1.3936,0.8819,1.5057,0.9671,-10.5972,-6.3059,-6.7092,1.1829,0.548
200012,-10.1589,1.1456,0.7429,3.3691,2.8158,0.0365,6.851,12.4253,9.9204,12.6513,1.9399,13.7776,11.5576,13.5545,10.4665,4.2499,8.2854,11.9711,13.6609,11.8341,-1.2959,7.7396,5.9945,7.9388,0.4421
200101,28.1797,17.7226,12.8405,12.1751,13.2427,14.5515,7.5325,4.9653,6.3008,5.6835,13.1925,3.049,-0.4308,-1.2058,2.9867,7.0479,1.4693,-0.6318,-3.6956,6.8065,3.1501,3.6257,7.263,-5.4891,1.5723
200102,-13.4298,-10.1484,-2.5165,0.5146,-0.2227,-14.0238,-2.1291,-0.4802,-3.1616,1.9807,-17.4787,-4.196,-0.8968,1.6755,-0.8781,-15.0655,-2.544,-0.1882,0.2712,1.8211,-12.0076,-2.9392,-1.8773,3.8869,4.2933
200103,-12.8919,-1.4104,-1.3927,0.2274,-1.8691,-5.5929,-0.4644,-1.8848,-1.9772,-1.4064,-11.8283,-5.1668,-2.5835,-3.2137,-0.6598,-11.929,-3.556,-1.2608,-1.037,0.2876,-8.5537,-2.3019,-0.0463,-2.7473,-2.6452
200104,9.6183,6.897,2.8244,4.4145,5.1737,11.2982,5.1178,7.3298,3.9527,5.2266,11.4201,9.1803,6.071,5.4219,4.5248,16.4008,7.2412,5.9227,8.1219,7.7981,9.0486,5.6898,3.1729,2.0131,7.4412
200105,12.681,11.4165,9.8993,11.6345,10.1378,2.0117,4.1184,2.3275,4.5293,5.5117,4.9851,-0.4279,3.5037,1.2686,1.8424,3.4889,4.064,3.1013,0.627,4.3666,-0.0377,1.1967,3.8384,4.0086,5.6966
200106,2.5443,2.9654,4.5404,3.0183,0.6109,6.7944,10.1205,5.7572,6.7886,4.9945,5.3545,-1.7174,1.5674,0.2249,1.123,3.4594,-1.2964,-0.6553,-3.5831,3.5989,-2.1539,-3.6534,-0.213,-1.9328,-3.0661
200107,-8.8103,-7.5354,-3.9746,0.1012,-0.094,-10.4746,-7.9394,-5.9824,-3.4423,-3.7651,-9.0767,-4.7373,-2.1407,-0.287,-0.7578,-5.0121,-0.8892,0.4064,1.749,-0.2246,-1.5883,-0.0313,-1.6879,-4.4983,7.5709
200108,-8.2833,-5.8769,-3.5277,-1.5068,-0.8718,-10.0816,-4.1293,-2.9176,-1.7474,-1.0279,-7.3853,-2.8986,-2.6469,-2.2897,-0.1724,-7.3175,-4.2581,-3.5101,-1.4602,-9.3001,-7.3074,-4.1597,-2.6285,-8.4746,-8.3486
200109,-16.1855,-15.7595,-10.1734,-10.0718,-12.7,-19.009,-15.2495,-12.5923,-15.3032,-15.9729,-15.5733,-12.9704,-11.8775,-13.3594,-18.9381,-16.0937,-13.7677,-10.1427,-14.4594,-14.557,-7.1758,-10.9036,-6.4674,-11.47,1.6352
200110,9.0728,8.4661,6.0157,5.0426,4.3087,11.4736,8.6717,5.7669,2.8492,4.1183,13.6978,6.382,3.802,5.4413,9.2579,8.2537,3.465,1.5067,3.7741,2.1606,3.4134,-0.5957,-2.1601,1.9464,-14.6371
200111,6.2913,11.3159,5.15,6.0922,6.704,10.1413,8.3907,6.5228,9.621,12.1674,10.0183,6.3803,6.6029,9.5539,13.2557,10.3431,9.5112,6.8887,10.6133,8.157,7.5317,8.7881,4.4995,11.265,11.2876
200112,13.1955,6.4942,6.1253,5.6798,7.0994,7.8834,6.2028,6.7637,8.007,7.6988,5.4002,5.8767,7.9403,5.3016,4.8805,3.7538,4.6525,4.9362,6.9349,3.3726,-0.0341,2.5928,3.6435,0.4083,1.3074
200201,-8.106,-1.5534,2.369,3.3108,4.8909,-6.6661,-2.6409,-0.3298,1.2489,1.5898,-4.9242,-1.6317,-0.8223,2.5141,5.0281,-4.139,0.0974,2.3798,2.1204,-4.2033,-0.7409,-2.2408,-0.7236,-1.7635,-9.1858
200202,-10.4988,-5.9303,-4.128,-1.4438,-3.1719,-9.7817,-5.4985,-1.2482,0.7256,-0.2738,-7.2686,-0.5846,0.2834,-0.4676,4.6089,-4.3578,1.2377,2.3793,-4.0325,3.0659,-2.5333,0.4469,0.2897,-3.5343,-12.7631
200203,5.7204,7.7329,8.3951,8.1667,9.3069,8.7934,9.0797,7.5552,8.1973,11.7923,8.5684,6.9356,6.9123,7.3907,9.1624,6.9644,6.4905,6.0187,5.126,7.8768,2.9631,6.1448,3.4514,9.1328,0.1097
200204,-10.1295,-0.7293,1.8965,3.7074,5.4088,-4.427,-0.1808,3.4739,3.7741,4.7351,-4.986,0.7645,2.015,0.7904,0.5618,-2.9665,0.2113,-0.2416,-1.8266,1.2093,-8.0401,-2.9786,1.5379,-2.3009,-22.1472
200205,-6.9678,-5.7191,-3.2498,1.2849,0.1478,-7.8522,-4.5843,-4.6111,-3.3221,-6.1919,-5.7578,-2.781,-3.8873,-3.0353,-1.9648,-2.931,-0.7453,-0.4532,-1.1838,0.7963,-1.328,0.4311,0.2836,0.9488,-7.7067
200206,-8.796,-8.0522,-1.1107,0.9486,-1.1199,-8.0732,-4.266,-2.7923,-1.8927,-2.9005,-7.5356,-7.7608,-4.775,-5.5068,-6.1312,-9.657,-6.7933,-7.1247,-5.9,-9.0339,-7.5745,-4.7347,-6.3858,-10.138,-13.5638
200207,-19.502,-15.2258,-15.0062,-11.4834,-12.0235,-15.8883,-16.8156,-14.2416,-15.5515,-18.9144,-9.3485,-9.2624,-12.1745,-11.5912,-17.6274,-10.3328,-8.756,-9.1992,-12.6812,-18.2454,-5.461,-10.0831,-7.1284,-10.3003,-14.6754
200208,0.0187,-0.3671,-2.7465,-0.9163,-1.9294,0.4019,0.068,-0.2187,1.2013,-0.5291,0.6653,-0.3757,2.5717,1.5807,4.8451,-1.0731,-0.2719,1.1203,-0.1623,6.6542,-0.1944,1.0544,1.9479,5.4239,8.3212
200209,-11.0406,-7.9499,-8.1781,-6.8264,-6.6852,-8.0643,-6.7099,-5.7929,-7.7159,-8.8528,-7.5764,-9.1309,-9.3135,-7.3423,-9.0239,-8.9112,-8.4505,-12.5833,-11.64,-21.702,-11.0898,-11.2184,-9.0316,-8.3023,-6.1906
200210,6.2402,4.5578,2.7761,2.0667,1.1516,10.3711,2.5399,4.4552,1.7196,-1.1861,7.4149,1.673,5.8325,3.7495,-0.4073,7.2264,5.0173,3.8323,3.4939,4.761,10.3804,7.3156,4.6246,5.9036,14.1328
200211,18.0117,12.4825,10.4919,8.3057,9.3099,13.2129,11.0968,7.2467,6.3266,6.4163,9.3463,8.5422,6.5717,5.4011,11.5876,9.9746,7.3735,7.9871,8.6589,17.8928,4.9373,6.2696,4.2042,5.6318,7.0492
200212,-10.2536,-5.6308,-5.1122,-2.5486,-2.4624,-10.2279,-7.3082,-4.5066,-3.8482,-2.7975,-7.253,-4.7049,-2.7235,-3.9194,-6.8488,-7.1845,-5.2366,-3.0154,-3.9642,-3.6946,-6.3336,-6.1978,-3.2821,-3.5145,-9.7387
200301,-0.1375,-0.4509,-2.3532,-0.6326,0.197,-3.5461,-3.1279,-3.2746,-1.2451,-3.8046,-1.4949,-4.3823,-3.2991,-3.9003,-2.5632,-1.3341,-3.2912,-0.8066,-2.4609,-5.0983,-2.8634,-2.6579,-1.085,-5.1723,-5.5856
200302,-6.3882,-3.1813,-2.5864,-1.4144,-2.1349,-2.921,-1.7212,-2.2,-2.8731,-5.5278,-4.1891,-1.0344,-2.1321,-3.8967,-2.6397,-2.9474,-1.789,-1.9005,-1.9423,-5.5564,-1.1098,-2.6557,-2.5494,-3.4442,-4.9207
200303,2.1938,1.2451,0.3673,1.923,-0.177,1.9257,1.2429,0.6949,1.4958,-0.5112,2.8074,0.9129,-0.1784,-0.4241,2.6127,1.2899,-0.5568,0.4614,1.829,-4.4646,1.7424,0.5288,0.9781,-0.8347,-2.9499
200304,12.5522,10.7919,8.2164,7.3828,9.2346,10.6823,9.477,9.1404,9.6183,9.1663,8.4481,8.667,10.4003,11.3666,10.51,9.4843,7.0609,9.4585,8.2875,9.0993,7.4411,9.4302,8.7958,8.9196,14.8181
200305,20.6541,15.1288,10.7691,10.9042,10.4651,13.3279,9.6121,11.2122,9.882,10.0691,8.5313,9.2639,9.5622,9.0605,8.3285,9.7541,10.6724,8.2169,10.504,9.9514,4.2852,6.5612,6.8348,6.6657,7.8462
200306,6.1968,4.5519,4.4662,4.3878,5.5908,1.8502,0.6158,1.3957,2.4212,3.4744,2.6598,1.5746,0.6335,1.3196,2.7693,1.0445,1.114,0.1279,-1.2724,7.1226,1.0908,2.2732,1.9042,-0.8803,3.6636
200307,8.7501,8.3553,8.2804,9.1101,7.7971,8.2126,5.1223,5.8783,6.6643,8.258,7.2305,4.7938,1.2843,4.4943,3.4177,3.881,3.653,3.1558,5.0077,2.502,1.0632,4.2147,1.8616,-0.5706,1.3059
200308,4.3067,5.0849,3.5539,4.7091,6.746,4.3711,3.2521,5.4318,5.0063,6.1537,4.5943,4.1679,4.7994,7.7572,7.5759,5.0641,3.8404,4.0519,4.5643,9.6733,2.0515,0.0156,2.0496,2.2979,1.4238
200309,3.3727,0.3343,-0.1202,2.1891,4.8554,-2.4639,-2.1078,-2.6692,-3.9895,-1.415,-2.015,-3.0204,-2.195,-1.3298,-0.0623,-1.6232,-2.6462,-0.51,-1.118,0.1526,-0.9398,-0.736,-1.0851,-2.2907,-4.1619
200310,6.0551,8.811,7.6669,10.4536,11.6146,8.6711,8.2293,6.6583,10.3793,10.9124,9.2149,6.7936,5.6303,10.8271,11.7187,7.8703,8.4171,8.3716,9.355,8.401,4.1379,7.6886,8.0432,6.1754,2.7572
200311,2.8131,3.1345,5.2742,3.7675,6.746,2.5258,3.9137,2.9342,3.6781,3.7949,3.4787,3.3736,2.2643,4.9826,3.3372,1.3439,2.9619,3.5822,3.289,4.1016,0.8344,0.2372,2.1219,0.3327,2.9094
200312,0.2419,2.8502,3.1887,1.5196,3.7723,2.1419,1.9373,3.1307,2.362,2.1694,-0.4641,2.7957,4.4797,2.1603,6.8571,0.7128,3.7884,2.0442,5.2436,2.9358,4.879,5.6991,3.5998,6.2919,4.9712
200401,6.0364,5.3306,5.6596,6.1353,8.5925,3.4846,3.6718,3.2339,3.5611,8.0425,2.9948,1.7957,1.5482,4.6461,5.8208,1.7982,0.9873,4.3398,2.5485,5.1754,1.5235,0.6302,3.6718,1.6456,6.7316
200402,0.0007,0.0253,0.3984,0.7984,0.1658,1.2441,2.1314,0.5913,0.0957,-0.3485,0.2378,2.5498,3.161,1.9006,1.2899,2.4443,1.5207,2.6645,3.9648,0.7522,1.0111,1.6695,2.625,0.6802,5.5355
200403,-1.5521,-0.7691,-0.7078,0.6199,-0.7707,2.2981,1.2453,0.3115,0.5868,2.1021,1.8829,1.005,-0.091,0.0791,0.7885,0.4012,-0.4285,0.5791,-0.7707,-1.1304,-2.3914,-0.5398,-1.2187,-0.509,-1.0568
200404,-4.4924,-4.833,-3.9722,-3.7268,-6.244,-4.1147,-4.5257,-2.4667,-4.2282,-7.8222,-1.6439,-2.5617,-2.5468,-6.0225,-7.4577,-1.6249,-3.9809,-4.5575,-2.9662,-3.2804,0.4197,-2.913,-4.6529,-2.3179,-2.0084
200405,-1.7175,-0.4056,-0.1396,-0.7031,0.7307,1.1769,2.0885,1.2153,1.7482,2.4109,1.5349,2.2853,1.9314,1.7701,1.4681,1.195,2.0421,2.0176,1.7877,3.7803,1.2058,1.2138,1.1241,0.0736,1.239
200406,0.9345,4.4498,4.4315,3.4193,3.9609,3.482,5.1112,5.7672,5.5089,7.6356,2.553,4.4944,2.4264,1.3437,4.0646,1.4412,2.8667,2.0043,3.4784,4.1109,1.5992,1.0774,0.3991,2.8541,2.3677
200407,-12.9454,-7.3818,-7.379,-5.7551,-4.362,-9.0045,-9.1771,-5.0113,-5.3353,-4.3805,-8.8681,-5.693,-3.4862,-3.5452,-3.7862,-6.349,-5.0427,-3.5644,-5.6321,-3.4492,-4.9779,-0.7028,-1.2955,-2.8216,-0.893
200408,-1.5937,-0.5393,-1.2514,-1.3562,-1.8991,-4.2498,-1.4687,-0.638,0.8403,0.805,-2.9008,-0.7106,0.3407,1.0166,-2.3601,-1.0615,-1.3168,0.3803,0.7671,0.7398,-0.2768,1.5369,1.1951,0.9677,-0.1074
200409,4.3632,5.0287,4.7019,4.674,3.7362,8.0887,6.0872,5.5366,3.9935,3.7137,4.1485,3.9975,3.7013,3.0421,4.636,3.0993,2.6194,5.3001,2.9998,2.3448,0.0814,1.2496,2.4873,1.7357,3.7306
200410,1.2408,2.081,2.6343,1.3036,0.3854,3.7264,3.3799,1.0731,0.5952,2.4895,1.7848,4.1718,2.4594,0.0245,2.2825,3.3847,3.2688,1.8718,1.1799,-0.6344,1.3742,0.6139,2.9466,1.0023,2.6451
200411,10.8249,8.2957,8.5401,8.0128,8.8504,7.1159,9.6512,9.4761,9.4,9.6238,6.9899,5.7363,7.7945,6.3492,9.4616,5.6206,7.5396,7.516,6.5878,7.638,3.2224,4.282,5.1917,3.6715,6.0541
200412,5.4904,4.4747,4.4246,3.0147,5.8267,3.6449,3.5942,2.1513,2.3266,3.3755,5.6053,3.385,2.1028,2.0538,2.8128,4.1109,4.1167,4.6238,4.4447,3.9043,3.7953,2.3586,2.457,5.3797,2.7714
